source_id,canonical_id_status,title,issuer_or_journal,publication_or_event_date,year,url,doi,registry_id,source_type,evidence_tier,access_depth,exact_locator_availability,locator,last_verified,r_and_d_implication,reference_text,data_cut,schema_version
768,v2_frozen_registry_record,"""5010 Clinical Research Programme""of Sun Yat-sen University",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01204359,NA (no DOI),NCT01204359,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01204359; document_id=CTGOV-NCT01204359-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. ""5010 Clinical Research Programme""of Sun Yat-sen University. NCT01204359. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01204359",2026-09-10,2.0.0
769,v2_frozen_registry_record,Radioactive Iodide Therapy for Pediatric Graves' Disease,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01269749,NA (no DOI),NCT01269749,official trial registry,A1 official registry,Frozen full protocol and posted-results record,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01269749; document_id=CTGOV-NCT01269749-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Radioactive Iodide Therapy for Pediatric Graves' Disease. NCT01269749. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01269749,2026-09-10,2.0.0
770,v2_frozen_registry_record,Peribulbar and Subconjunctival Kenalog Injection for Thyroid Orbitopathy,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01280214,NA (no DOI),NCT01280214,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01280214; document_id=CTGOV-NCT01280214-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Peribulbar and Subconjunctival Kenalog Injection for Thyroid Orbitopathy. NCT01280214. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01280214,2026-09-10,2.0.0
771,v2_frozen_registry_record,"Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01295333,NA (no DOI),NCT01295333,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01295333; document_id=CTGOV-NCT01295333-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance. NCT01295333. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01295333",2026-09-10,2.0.0
772,v2_frozen_registry_record,"Clinical Trial Phase III, Parallel Group, Randomized, Placebo-controlled, Double-blind, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab Administration in Patients With Moderate-to-severe or Sight-threatening Graves' Ophthalmopathy (GO), That Had Not Responded Adequately to Treatment With Intravenous Corticoid Pulses.",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01297699,NA (no DOI),NCT01297699,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01297699; document_id=CTGOV-NCT01297699-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. Clinical Trial Phase III, Parallel Group, Randomized, Placebo-controlled, Double-blind, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab Administration in Patients With Moderate-to-severe or Sight-threatening Graves' Ophthalmopathy (GO), That Had Not Responded Adequately to Treatment With Intravenous Corticoid Pulses.. NCT01297699. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01297699",2026-09-10,2.0.0
773,v2_frozen_registry_record,Use of Azithromycin as Immunomodulatory Therapy in Grave&Apos;s Orbitopathy,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01379196,NA (no DOI),NCT01379196,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01379196; document_id=CTGOV-NCT01379196-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Use of Azithromycin as Immunomodulatory Therapy in Grave&Apos;s Orbitopathy. NCT01379196. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01379196,2026-09-10,2.0.0
774,v2_frozen_registry_record,Adjuvant Treatment of Graves´ Ophthalmopathy With NSAID (aGO Study),ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01458600,NA (no DOI),NCT01458600,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01458600; document_id=CTGOV-NCT01458600-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Adjuvant Treatment of Graves´ Ophthalmopathy With NSAID (aGO Study). NCT01458600. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01458600,2026-09-10,2.0.0
775,v2_frozen_registry_record,Function of Regulatory T Cells Improved by Treatment With an Intrathyroid Injection of Dexamethasone in Graves' Patients,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01534169,NA (no DOI),NCT01534169,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01534169; document_id=CTGOV-NCT01534169-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Function of Regulatory T Cells Improved by Treatment With an Intrathyroid Injection of Dexamethasone in Graves' Patients. NCT01534169. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01534169,2026-09-10,2.0.0
776,v2_frozen_registry_record,Evaluation of Optimal Time of Methimazole Discontinuation Before Radio-iodine Therapy in Hyperthyroid Grave's Patients,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01560299,NA (no DOI),NCT01560299,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01560299; document_id=CTGOV-NCT01560299-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Evaluation of Optimal Time of Methimazole Discontinuation Before Radio-iodine Therapy in Hyperthyroid Grave's Patients. NCT01560299. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01560299,2026-09-10,2.0.0
777,v2_frozen_registry_record,"GRAves Selenium Supplementation Trial (GRASS) - an Investigator-initiated Randomised, Blinded, Multicentre Clinical Trial of Selenium Supplementation Versus Placebo in Patients With Graves' Hyperthyroidism",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01611896,NA (no DOI),NCT01611896,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01611896; document_id=CTGOV-NCT01611896-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. GRAves Selenium Supplementation Trial (GRASS) - an Investigator-initiated Randomised, Blinded, Multicentre Clinical Trial of Selenium Supplementation Versus Placebo in Patients With Graves' Hyperthyroidism. NCT01611896. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01611896",2026-09-10,2.0.0
778,v2_frozen_registry_record,"Efficacy of Subantimicrobial Dose Doxycycline for Moderate to Severe and Active Graves' Orbitopathy: a Prospective, Uncontrolled Pilot Study",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01727973,NA (no DOI),NCT01727973,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01727973; document_id=CTGOV-NCT01727973-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. Efficacy of Subantimicrobial Dose Doxycycline for Moderate to Severe and Active Graves' Orbitopathy: a Prospective, Uncontrolled Pilot Study. NCT01727973. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01727973",2026-09-10,2.0.0
779,v2_frozen_registry_record,"The Effect of Prednisone Versus Doxycycline in Active, Moderately Severe Graves' Orbitopathy: A Randomized, Multi-center, Double-blind, Parallel-controlled Trial",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01809444,NA (no DOI),NCT01809444,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01809444; document_id=CTGOV-NCT01809444-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. The Effect of Prednisone Versus Doxycycline in Active, Moderately Severe Graves' Orbitopathy: A Randomized, Multi-center, Double-blind, Parallel-controlled Trial. NCT01809444. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01809444",2026-09-10,2.0.0
780,v2_frozen_registry_record,"A Multicenter, Double-Masked, Placebo-Controlled, Efficacy And Safety Study Of RV 001, An Insulin-Like Growth Factor-1 Receptor (IGF-1R) Antagonist Antibody (Fully Human), Administered Every 3 Weeks (q3W) By Intravenous (IV) Infusion In Patients Suffering From Active Thyroid Eye Disease (TED)",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01868997,NA (no DOI),NCT01868997,official trial registry,A1 official registry,Frozen full protocol and posted-results record,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01868997; document_id=CTGOV-NCT01868997-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. A Multicenter, Double-Masked, Placebo-Controlled, Efficacy And Safety Study Of RV 001, An Insulin-Like Growth Factor-1 Receptor (IGF-1R) Antagonist Antibody (Fully Human), Administered Every 3 Weeks (q3W) By Intravenous (IV) Infusion In Patients Suffering From Active Thyroid Eye Disease (TED). NCT01868997. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01868997",2026-09-10,2.0.0
781,v2_frozen_registry_record,"Comparison of the Effect of Bromocriptine and Pentoxifylline in Mild to Moderate Autoimmune Ophthalmopathy. A Randomized, Controlled, Single Blind, Clinical Trial.",ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01893450,NA (no DOI),NCT01893450,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01893450; document_id=CTGOV-NCT01893450-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,"ClinicalTrials.gov. Comparison of the Effect of Bromocriptine and Pentoxifylline in Mild to Moderate Autoimmune Ophthalmopathy. A Randomized, Controlled, Single Blind, Clinical Trial.. NCT01893450. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01893450",2026-09-10,2.0.0
782,v2_frozen_registry_record,Prevention of Overt Hypothyroidism Following Radioactive Iodine Therapy for Graves' Disease,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01950260,NA (no DOI),NCT01950260,official trial registry,A1 official registry,Frozen full protocol and posted-results record,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01950260; document_id=CTGOV-NCT01950260-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. Prevention of Overt Hypothyroidism Following Radioactive Iodine Therapy for Graves' Disease. NCT01950260. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01950260,2026-09-10,2.0.0
783,v2_frozen_registry_record,A Randomized Trial of Intravenous Pulse Versus Sequential Steroid Therapy for Patients With Graves' Orbitopathy,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/study/NCT01969019,NA (no DOI),NCT01969019,official trial registry,A1 official registry,Frozen full protocol record; no posted results at data cut,Yes (canonical frozen JSON record plus deterministic trial-table row locator),frozen_trial_registry_documents_v2.jsonl::trial_id=NCT01969019; document_id=CTGOV-NCT01969019-CUT-2026-09-10,2026-09-10 frozen registry cut,Controls trial protocol/status and posted registry results for this release; no cross-trial efficacy ranking.,ClinicalTrials.gov. A Randomized Trial of Intravenous Pulse Versus Sequential Steroid Therapy for Patients With Graves' Orbitopathy. NCT01969019. Frozen record at 2026-09-10. https://clinicaltrials.gov/study/NCT01969019,2026-09-10,2.0.0
