anchor_id,source_id,trial_id,document_id,registry_url,official_title,curated_disposition,curated_primary_interpretation,curated_efficacy,curated_safety,curated_durability,curation_row_sha256,clinical_trial_row_sha256,registry_document_sha256,curation_locator,clinical_trial_locator,registry_locator,n_randomized_basis,analysis_denominator_note,evidence_role,uncertainty,data_cut,schema_version
TRIAL-RESULT-NCT03298867,807,NCT03298867,CTGOV-NCT03298867-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT03298867,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease",positive_randomized,OPTIC에서 teprotumumab은 Week 24 proptosis response를 크게 높였다.,"PRR 82.9% vs 9.5%, p<0.001; RD 73.45 points; overall response 78.0% vs 7.1%; CAS 0/1 58.5% vs 21.4%.",SAE 2/41 vs 1/42.,Pivotal phase 본체는 Week 24; extension durability는 별도 selected cohort.,2dec2127897856a2ad46e30e4588721b62f76a7d1aaa37d973aa9e563f8573c5,6315baa36ad648c121cac7d83623ed6031cada9ba5f0e0f66331ca26d8b472a0,3439e7938a7c6ca9d028dd08b7125391324d66c2cb5229e0ddd8b780f105c025,"result_trial_curation_v2.csv::trial_id=NCT03298867; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT03298867; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT03298867; JSON pointers /protocolSection and /resultsSection,"83 | Posted participant flow, first period STARTED (Double-Masked 24-Week Treatment Period)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,TED structural/clinical response이며 GD cure가 아님.,2026-09-10,2.0.0
TRIAL-RESULT-NCT03461211,809,NCT03461211,CTGOV-NCT03461211-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT03461211,"Multicenter, Safety and Efficacy, Open-Label Extension Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Thyroid Eye Disease",open_label_extension,OPTIC-X는 prior-placebo crossover와 selected retreatment/nonresponder cohorts에서 추가 response를 보였다.,Prior placebo crossover PRR 33/37; original nonresponders retreatment 2/5; flare retreatment 5/8.,Mild hearing impairment 보고; 새로운 safety signal 없음.,Crossover responders 중 Week 48 PRR maintenance 29/32.,87a41859389f298aa674c20c4b75841b0fd3a3c922b23c1ec0eb23dc509c81d7,1627c17f7213cfe008419b24269e9e972a64c14ccdfde02726c29b281ca95186,dd3ca9256d61c3992c8367cbc406535ad6f83313a25b7ae658cb2463a16670ad,"result_trial_curation_v2.csv::trial_id=NCT03461211; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT03461211; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT03461211; JSON pointers /protocolSection and /resultsSection,NA (not randomized) | Registry allocation=NA,Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Randomized comparator가 아닌 selected open-label extension.,2026-09-10,2.0.0
TRIAL-RESULT-NCT03922321,812,NCT03922321,CTGOV-NCT03922321-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT03922321,"A Phase 2a, Multicenter, Open-Label Study of RVT-1401 for the Treatment of Patients With Moderate to Severe Active Graves' Ophthalmopathy",single_arm_pd,RVT-1401 pilot은 strong IgG PD를 보였으나 clinical efficacy inference는 약하다.,n=7; total IgG 약 65% 감소; anti-TSHR −10.59 IU/mL (n=3); proptosis responders 3/7.,7/7 TEAE; 6/7 treatment-related; SAE 0.,없음.,21b6599ad352a16294463fcda8493335bc216ec66f04db33b6d63efda9134190,e51b395c6072a88f99a157c313a6c0d281965023c3fbdaa0569911d2e47037d2,1c2de104379996e30969bbfc27f0ffb64780b8cc08ca7043c5705b8d21a78200,"result_trial_curation_v2.csv::trial_id=NCT03922321; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT03922321; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT03922321; JSON pointers /protocolSection and /resultsSection,NA (not randomized) | Registry allocation=NA,Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Single arm and very small N.,2026-09-10,2.0.0
TRIAL-RESULT-NCT03938545,813,NCT03938545,CTGOV-NCT03938545-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT03938545,"ASCEND GO-2: A Phase 2b, Multicenter, Randomized, Double-blind, Placebo-controlled Study of RVT-1401 for the Treatment of Patients With Active, Moderate to Severe Graves' Ophthalmopathy",negative_primary_pd_positive,ASCEND GO-2의 Week 13 clinical primary comparisons는 nonsignificant였지만 IgG/anti-TSHR PD는 dose-related였다.,"PRR: 680 mg 30.0% (p=0.1993), 340 mg 30.8% (p=0.1016), 255 mg 0% (p=0.2963), placebo 8.3%.",Registry event-level safety 참조.,없음.,3914daae995ef2fadafa9f3dc78d5844d2ed5f59d574e8b721a250ad7b67ad96,8f5bd213812afff9cacd28aaade90cd3ee21ff76eb4bd1d569df482f86cc662c,c7e42c3276b1d7fa8c7f21509c887fc90912736a20db85fa0b34c104b2a1de8a,"result_trial_curation_v2.csv::trial_id=NCT03938545; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT03938545; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT03938545; JSON pointers /protocolSection and /resultsSection,"65 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Program review로 premature unblinding; demonstrated mechanistic failure로 단정하지 않음.,2026-09-10,2.0.0
TRIAL-RESULT-NCT04583735,817,NCT04583735,CTGOV-NCT04583735-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT04583735,"A Phase 4, Randomized, Double-masked, Placebo-controlled, Multicenter Trial to Evaluate the Efficacy and Safety of TEPEZZA® in Treating Patients With Chronic (Inactive) Thyroid Eye Disease",positive_randomized,chronic/low-activity TED에서도 teprotumumab은 Week 24 proptosis를 유의하게 개선했다.,"LS change −2.41 vs −0.92 mm; difference −1.48 (95% CI −2.28 to −0.69), p=0.0004.",SAE 1/41 vs 1/20; hyperglycemia 6/41 vs 2/20; hearing impairment 9/41 vs 2/20; muscle spasms 17/41 vs 2/20.,공개 randomized efficacy는 Week 24 중심.,e82033fd9042ef37f0242f135ec3fd59021d5a626c771dfe02e32c14213e6fee,61a2bca4d097e24eba438113a55e0a52e21edb71de75d94ffd1afd56e8d1337c,a3e1c02177b2098c6d7d0c9146158fb8c71af530bd9e45116aa2168b5321ece2,"result_trial_curation_v2.csv::trial_id=NCT04583735; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT04583735; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT04583735; JSON pointers /protocolSection and /resultsSection,"62 | Posted participant flow, first period STARTED (Double-masked Treatment Period)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,"Sponsor participated in design, analysis, interpretation, and writing.",2026-09-10,2.0.0
TRIAL-RESULT-NCT04737330,819,NCT04737330,CTGOV-NCT04737330-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT04737330,"A Two-year Multi-center Phase 3 Study to Investigate the Efficacy and Safety of Secukinumab in Adult Patients With Active, Moderate to Severe Thyroid Eye Disease (ORBIT), With a Randomized, Parallel-group, Double-blind, Placebo-controlled, 16-week Treatment Period, and a Follow-up/Retreatment Period",negative_futility,secukinumab은 futility로 종료되었고 Week 16 response가 관찰되지 않았다.,Overall response 0/14 vs 0/14; CAS response 0/14 vs 3/14; PRR 0/14 vs 0/14.,Safety concern 없이 futility termination.,없음.,aae411cbf84fb595d7704d42d164209a05d3cf95c8e5d962c81de1e4493bf389,5e1accc4230594db109452844b1770cfa586bf9d2fb8b93554f67c3c2e89fe7d,4cfe60394e6b3c08216993aeb74d36ccf9cb22c0e42226d5e8b6600517efda60,"result_trial_curation_v2.csv::trial_id=NCT04737330; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT04737330; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT04737330; JSON pointers /protocolSection and /resultsSection,"28 | Posted participant flow, first period STARTED (Treatment Period (Baseline to Week 16))",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Clear negative/futility trial.,2026-09-10,2.0.0
TRIAL-RESULT-NCT05176639,829,NCT05176639,CTGOV-NCT05176639-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT05176639,"A Safety, Tolerability, and Efficacy Study of Veligrotug, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor in Subjects With Thyroid Eye Disease",positive_randomized,THRIVE에서 veligrotug은 Week 15에 큰 proptosis/overall response 효과를 보였다.,"PRR 70.0% vs 5.26%, p<0.0001; proptosis LS change −2.90 vs −0.48 mm; overall response 66.83% vs 5.26%; diplopia response 59.07% vs 19.89%.",SAE 7/75 vs 0/38; muscle spasms 34/75 vs 3/38; infusion reaction 13/75 vs 2/38; hearing-related symptoms present.,Week 52에서 initial responders의 70%가 PRR 유지; evaluable follow-up subset 21/30.,b41dda616e9785d6074ecf6cccf2bccba66ddaa23f76708ff17afab13ad54b0d,6c51aa3c238428225556e4374d42875519965874d9ed7488e880de31d04f90e7,e170c94bfd960969224d9c006cf58170f55cf804025179611d1e2abb5d842ec1,"result_trial_curation_v2.csv::trial_id=NCT05176639; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT05176639; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT05176639; JSON pointers /protocolSection and /resultsSection,"113 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Five infusions; durability denominator와 responder conditioning을 명시.,2026-09-10,2.0.0
TRIAL-RESULT-NCT05276063,831,NCT05276063,CTGOV-NCT05276063-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT05276063,"A Phase 2b, Randomized, Double-Mask, Placebo-Controlled, Study to Evaluate the Safety, Pharmacokinetics and Efficacy of Linsitinib in Subjects With Active, Moderate to Severe Thyroid Eye Disease (TED)",positive_high_dose,linsitinib high dose는 Week 24 PRR와 overall response를 유의하게 개선했으나 low dose primary comparison은 유의하지 않았다.,"PRR 150 mg BID 51.7% vs 18.8%, p=0.01, RD 0.345 (95% CI 0.098–0.593); 75 mg 38.9%, p=0.090; GO-QOL difference +10.776, p=0.002.","SAE 2/29 high, 0/30 low, 1/31 placebo; high-dose GI/fatigue/transaminase signals.",Week 24 beyond durability 공개 제한.,0522b52c480df972f57f08cd218b3f17f79b4e49e0734d45f4f39b100f860b4c,e4655eca8d6ae6989d5239bf61d1b04c93677fcaf204b964b7e9936575fa60ba,ab7dbcb8918ae0fdf127dae768d638348226bdea544411a8ad32cc1ac4f82302,"result_trial_curation_v2.csv::trial_id=NCT05276063; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT05276063; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT05276063; JSON pointers /protocolSection and /resultsSection,"90 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,One-sided alpha 2.5%; mixed Graves/Hashimoto etiology but all had TED.,2026-09-10,2.0.0
TRIAL-RESULT-NCT05907668,843,NCT05907668,CTGOV-NCT05907668-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT05907668,"IMVT-1401-2501: A Proof-of-Concept, Open-label Study to Assess the Safety and Efficacy of Batoclimab in Participants With Graves' Disease (GD)",single_arm_biochemical,batoclimab+background ATD에서 biochemical control 및 ATD reduction 신호가 있었지만 remission/cure 증거는 아니다.,Week 24 biochemical response without ATD increase 68.8% (95% CI 50.0–83.9); normalized FT3/FT4 with ATD ≤50% baseline 53.1%; off ATD with normalized FT3/FT4 31.3% (95% CI 16.1–50.0).,SAE 3/32; all 32 nonserious AEs; frequent injection-site and edema events.,Off-ATD normalization은 해당 시점의 상태이며 durable remission 추적 아님.,4dd5177324f87dd395b64c7cad2a05bdcb75527707d45c8cee9a34e0c7642cd8,56d9014ed898b1c5d482ed9060fd8c0d087acabda6b74759d490a6e260bc2e4d,02279e44f52590cbbcb421b7fbc2585aa71f18d1d02915aa8f982446628824e9,"result_trial_curation_v2.csv::trial_id=NCT05907668; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT05907668; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT05907668; JSON pointers /protocolSection and /resultsSection,NA (not randomized) | Registry allocation=NA,Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,"Single arm; abstract n=25는 earlier cut, registry n=32를 canonical로 사용.",2026-09-10,2.0.0
TRIAL-RESULT-NCT05987423,844,NCT05987423,CTGOV-NCT05987423-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT05987423,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",negative_primary_secondary_signals,SatraGO-1 active-TED Week 24 primary PRR는 실패했다.,"Active PRR 49.0% vs 31.2%, p=0.0715; RD 17.9 points (95.03% CI −1.6 to 37.3). Some secondary activity endpoints nominally positive.",SAE 3/67 vs 2/62; clear imbalance 없음.,Week 24 quantitative results only.,932d6099ffb907abc0393f709f8c7083ef5d81c28640a48d587ab52e4ad70d4b,1d80271ceed9bd1c2bc82ee8ed0d586b8e585cd1cd5cddbee36b322b4078fe25,3899d67e70d6dc114580d24f81c8c0810097abf0a1b4b5f7296fc4103db4154e,"result_trial_curation_v2.csv::trial_id=NCT05987423; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT05987423; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT05987423; JSON pointers /protocolSection and /resultsSection,"131 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Secondary p-values nominal/multiplicity-sensitive; primary failure를 우선.,2026-09-10,2.0.0
TRIAL-RESULT-NCT06021054,845,NCT06021054,CTGOV-NCT06021054-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT06021054,"A Randomized, Double-masked, Placebo-controlled Safety, Tolerability, and Efficacy Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Chronic Thyroid Eye Disease (TED)",positive_randomized,THRIVE-2에서 chronic TED Week 15 PRR가 크게 개선되었다.,"PRR 57.28% vs 8.22%, p<0.0001; RD 49.06 points (95% CI 37.71–60.40); proptosis LS change −2.35 vs −0.46 mm; diplopia response 55.57% vs 24.70%.",Through Week 52: death 1/125 vs 0/63; SAE 10/125 vs 3/63; registry는 death cause/relatedness 미기재.,Efficacy durability beyond Week 15 not posted.,7a968e3b82f0429d47fc2a45a5597012685ca491e20becc4ec40f7c8b676f000,06bada8906790adce91e94827ea10594524688da7a734b82665222a672c7fdde,cc5a18d8c875be3f7d233765aba69cbb090337384f9ddd9bbb9f6c148aad6986,"result_trial_curation_v2.csv::trial_id=NCT06021054; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT06021054; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT06021054; JSON pointers /protocolSection and /resultsSection,"188 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Death causality를 추론하지 않음; no peer-reviewed full Phase 3 paper found.,2026-09-10,2.0.0
TRIAL-RESULT-NCT06106828,849,NCT06106828,CTGOV-NCT06106828-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT06106828,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",positive_randomized,SatraGO-2는 active-TED Week 24 primary PRR를 충족했다.,"Active PRR 52.9% vs 23.4%, p=0.0011; RD 28.9 points (95.03% CI 11.5–46.2); adjusted proptosis difference −1.02 mm, p=0.0027.","SAE 2/64 vs 3/62; ALT 6/64 vs 1/62, AST 4/64 vs 1/62, neutrophils decreased 4/64 vs 1/62.",No efficacy durability beyond Week 24 posted.,5910e167d8b67670fd0fbd2d906434db0d491cd32dc5c0143c581610071f2480,bd5b688016759d2782dbbed8ff690a594150f9b2470ac357f8dfba85dd6c0b7d,35894edc5d080c26ae3ed853627c81febb9bfde19d27ba6ddfff3de1b2fc887e,"result_trial_curation_v2.csv::trial_id=NCT06106828; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT06106828; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT06106828; JSON pointers /protocolSection and /resultsSection,"127 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Secondary p-values multiplicity caution; satralizumab TED indication pending at cutoff.,2026-09-10,2.0.0
TRIAL-RESULT-NCT06179875,852,NCT06179875,CTGOV-NCT06179875-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT06179875,An Open-label Study for Participants Who Are Non-responders at the End of Treatment Assessment on the VRDN-001-101 and VRDN-001-301 Pivotal Studies,selected_open_label,feeder-trial nonresponders의 open-label treatment 결과이며 randomized comparative efficacy로 해석할 수 없다.,Week 15 PRR 21.1% prior-veligrotug nonresponders vs 51.2% prior-placebo receiving first veligrotug; proptosis change −1.235 vs −2.418 mm.,SAE 0/57 vs 1/82; deaths 0.,Week 15 within-cohort only.,0ed0b93b575a28d954ab915f89fb6ca4561e319cf1aa9a73ecae4855ab33a0e5,b2995df02db37bff8cbb46bf4834e11e36677c2019701b27d4fddc01bef82e6a,98135e70b7eb8608019ec1c86ba39943166a3b07e59df373efdbeebfbb054033,"result_trial_curation_v2.csv::trial_id=NCT06179875; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT06179875; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT06179875; JSON pointers /protocolSection and /resultsSection,NA (not randomized) | Registry allocation=NA,Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,Selected cohorts; live cut confirmed enrollment 139 and no registry drift.,2026-09-10,2.0.0
TRIAL-RESULT-NCT06226545,853,NCT06226545,CTGOV-NCT06226545-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT06226545,"A Phase 2, Proof-of-Concept, Randomized, Double-Masked, Placebo-Controlled Study to Determine the Efficacy and Safety of LASN01 in Patients With Thyroid Eye Disease",mixed_small_randomized,LASN01은 Week 37 CAS response 신호를 보였지만 PRR는 placebo와 유사했다.,"CAS response 15/17 (88.2%) vs 4/9 (44.4%), p=0.028; PRR 6/17 (35.3%) vs 3/9 (33.3%).","Any TEAE 4/9, 6/8, 6/9; treatment-related 2/9, 2/8, 3/9; randomized groups SAE 0.",Week 37; long-term durability 확립 안 됨.,196f4af8fb125f9bc80bb82305d467aedc6159deb763fda144ba76beef835221,3c88063943f7d965948ba4c55898cd2823ac6545350f5335188c3e6ce79c5ec5,39cd7a2c384c9b8c6f9f1dcd267a3852a4cb6946c3d145fa186bd948361206de,"result_trial_curation_v2.csv::trial_id=NCT06226545; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT06226545; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT06226545; JSON pointers /protocolSection and /resultsSection,"41 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,n=26 randomized; p-test unnamed; sponsor-funded/authored; post hoc proptosis exclusions highly exploratory.,2026-09-10,2.0.0
TRIAL-RESULT-NCT06384547,859,NCT06384547,CTGOV-NCT06384547-CUT-2026-09-10,https://clinicaltrials.gov/study/NCT06384547,"A Randomized, Controlled, Safety and Tolerability Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Thyroid Eye Disease (TED)",active_dose_uncontrolled,STRIVE는 placebo 없는 active-dose safety comparison으로 efficacy 또는 dose response를 확립하지 못한다.,"Observed Week 15 proptosis change −2.3 mm (10 mg/kg) vs −2.1 mm (3 mg/kg), uncontrolled.",Week 52 TEAE 159/173 vs 55/58; SAE 10/173 vs 3/58; deaths 0; class-like muscle spasm/hearing/reproductive events.,Safety through Week 52; comparative efficacy durability 아님.,8bd0c7ecd29522dc9c17fbd1518188198614a06fced21233292d2b93ae02ca0f,df69055905639183ff657b92f6e24ded7fd7b0d5c82c12ed99d8be276463707f,d051db0ae16aefc4a66509f143d0ccff3ff5fa1e07c7415204f74481851f45bf,"result_trial_curation_v2.csv::trial_id=NCT06384547; fields=disposition,primary_interpretation,efficacy,safety,durability,caveats","clinical_trials_v2.csv::trial_id=NCT06384547; fields=n_randomized,n_analyzed,comparator,primary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,why_stopped",frozen_trial_registry_documents_v2.jsonl::trial_id=NCT06384547; JSON pointers /protocolSection and /resultsSection,"231 | Posted participant flow, first period STARTED (Overall Study)",Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,Approved v2 trial-result interpretation linked to frozen full registry record,No placebo; efficacy inference 제한.,2026-09-10,2.0.0
